role,ident,smiles
decoy,C36577993,CCCN([C@@H](c1ccccc1O)C(=O)NC2CCCCC2)C(=O)c3ccc(cc3)[N+](=O)[O-]
decoy,C38891919,Cc1ccc(cc1)c2nc(on2)C[NH+]3CCC[C@H](C3)C(=O)NCCSCc4ccc(cc4)F
decoy,C35747639,C=CC[NH+](Cc1[nH]c(=O)c2c(csc2n1)c3cccc(c3)Cl)C[C@H](COc4ccccc4)O
decoy,C12583439,Cc1cc(c(c(c1)C)NS(=O)(=O)c2ccc(cc2)NS(=O)(=O)c3ccccc3[N+](=O)[O-])C
decoy,C08788487,CC[C@H]1CCCC[NH+]1Cc2c(ccc3c2oc(c(c3=O)Oc4ccc(cc4)C)C(F)(F)F)O
decoy,C22626081,Cc1cccc(c1)[C@@H](c2c(n3c(s2)nc(n3)C)[O-])[NH+]4CCC[C@@H](C4)C
decoy,C64053002,C[C@H]1NN=C(N1C2CCCCC2)S[C@H](c3ccccc3)C(=O)C4=c5ccccc5=[NH+]C4
decoy,C20593947,c1cc(ccc1n2c(c(cn2)Br)C(F)(F)F)[N+](=O)[O-]
decoy,C31159791,C/C=C/c1ccc2c(c1)cc(o2)c3ccc(cc3O)O
decoy,C46841128,Cc1c(c2ccccc2[nH]1)CC(=O)NCc3ccc([nH+]c3)N4C[C@H](O[C@@H](C4)C)C
decoy,C01789604,c1ccc(cc1)n2c(=O)c3ccccc3nc2SCc4[nH]c(=O)c5c(n4)-c6ccccc6CC57CCCCC7
decoy,C28791180,c1ccc(c(c1)F)S(=O)(=O)Nc2ccc3c(c2)OC4(O3)CCCCC4
decoy,C13096522,CC[NH+](Cc1[nH]c(=O)c2c(c(sc2n1)C)c3ccccc3)CC(=O)Nc4ccccc4C(F)(F)F
decoy,C03482527,C[C@H](C(=O)NC(=O)N)Sc1nnc(n1c2ccccc2C(C)C)c3ccc(cc3)Cl
decoy,C10339238,CCCCCN1c2ccccc2[C@@]3(C1=O)C4=C(CCCC4=O)OC(=C3C(=O)OCC)N
decoy,C10066897,CC[NH+](CC)CCN(c1nc2cc3c(cc2s1)OCO3)C(=O)/C=C/c4ccc(s4)[N+](=O)[O-]
decoy,C63588800,Cc1ccc(n1c2ccc(cc2)C(=O)/N=C(/NCCC3=c4ccccc4=[NH+]C3)\Nc5ccccc5)C
decoy,C03387657,C[NH+](Cc1ccc(cc1)OC(F)F)Cn2c(=S)n(c(n2)[C@H]3COc4ccccc4O3)c5ccccc5
decoy,C29209798,c1ccc2cc(ccc2c1)CO[C@H]3C[NH2+]CC[C@@H]3c4ccc(cc4)OCc5nc(no5)c6cccnc6
decoy,C39664776,CC[C@H](c1ccccc1)C(=O)N2C[C@@H](C3(C2)CC[NH2+]CC3)C(=O)N[C@@H](C[NH+](C)C)c4ccccc4
decoy,C19790685,C[C@@H]1CC[C@H]([C@H](C1)OC[C@H](CN2CC[NH+](CC2)CCN3C(=O)c4cccc5c4c(ccc5)C3=O)O)C(C)C
decoy,C03667192,CC[C@H](C(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)OC(=O)/C=C/c3ccc(cc3)[N+](=O)[O-]
decoy,C25213333,C1CCC(CC1)NC(=O)NC(=O)COC(=O)[C@H]2CCCN2C(=O)C34CC5CC(C3)CC(C5)C4
decoy,C63375946,CC(C)CNC(=O)[C@@H]1CC2=c3ccccc3=[NH+][C@@H]2[C@H]4N1C(=O)c5c4cccc5
decoy,C23951797,CCC(C)(C)C1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)N[C@@H](C)c3cc4ccccc4o3
decoy,C34750218,CC(C)C[NH+]1CCN(CC1)c2c3c4c(sc3nc(n2)SCC(=O)N5CCOCC5)COC(C4)(C)C
decoy,C39673877,CCC[C@H](C)NC(=O)[C@H]1CN(CC12CC[NH2+]CC2)C(=O)c3cnc4c(c3Cl)c(nn4C)C
decoy,C06300606,Cc1cc(c2c(c1)cc(c(=O)[nH]2)[C@@H](c3nnnn3C(C)(C)C)[NH+]4CCC(=CC4)c5ccc(cc5)F)C
decoy,C25443647,C[NH+](C)C1(CCCCCC1)CNC(=O)CCn2c(=O)c3ccccc3[nH]c2=S
decoy,C44714209,Cc1c(c(n[nH]1)C)[C@H](C)NC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccc(o4)c5ccccc5F
decoy,C39687282,CCCCCCC(=O)N1C[C@@H](C2(C1)CC[NH2+]CC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCCCC4
decoy,C08791476,Cc1cc(c2c(c1)[C@@]3([C@H]4[C@@H]([C@H]([NH2+]3)Cc5c[nH]c6c5cccc6)C(=O)N(C4=O)CCOC)C(=O)N2)C
decoy,C32856417,CCOC(=O)c1c2c(sc1NC(=O)COc3ccc(cc3OC)C=O)C([NH2+]C(C2)(C)C)(C)C
decoy,C60324152,CC(C)(C)OC(=O)NC1(CCCCCC1)CNC(=O)CCc2[nH]c3c(=O)[nH]c(=O)n(c3n2)C
decoy,C36142404,Cc1cc(cc2c1OC(C[C@]2(C(=O)OC)N)(C)C)Cl
decoy,C38002513,C[C@@H](c1ccc(s1)Br)Nc2cc(ccc2Cl)C(=O)N
decoy,C27145531,CCc1ccc(cc1)[C@H](CNC(=O)c2cccc(c2)S(=O)(=O)N(C)c3ccccc3)[NH+](C)C
decoy,C36205679,Cc1ccccc1c2csc3c2c(=O)[nH]c(n3)C[NH+](CCN4CCOCC4)C[C@H](COC(C)(C)C)O
decoy,C05523951,CCOC(=O)[C@H]1[C@@H](NC(=O)N[C@@]1(C(F)(F)F)O)c2ccc(cc2Cl)Cl
decoy,C01381887,Cc1cc2cc(c(=O)[nH]c2cc1C)[C@H](c3nnnn3Cc4ccco4)N5CCN(CC5)Cc6ccc7c(c6)OCO7
decoy,C39775226,CC(=O)N[C@@H]1NN[C@@H](S1)CC(=O)N/N=C/C2=c3ccccc3=[NH+]C2
decoy,C03865677,CCc1ccc(cc1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)Nc3ccc(cc3O)[N+](=O)[O-]
decoy,C39457900,Cc1c(c2c(n1SC)-c3c(c(ccn3)c4ccccc4O)C(=O)CC2)OC
decoy,C16947778,Cc1ccc(c(c1)NC(=O)[C@H](C)OC(=O)CCNS(=O)(=O)c2c(c(c(c(c2C)C)C)C)C)OC
decoy,C11374999,CC1CCN(CC1)c2nnc(n2Cc3ccco3)SCc4nc(nc(n4)Nc5ccc(cc5)F)N
decoy,C59489428,C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccccc2OC)/c3ccc4ccccc4c3
decoy,C35137464,CCCCN(CC(=O)Nc1cc(nn1c2ccccc2)C(C)(C)C)C(=O)Nc3c(cccc3C)C
decoy,C10210893,CC(C)[C@H](C(=O)NC(=O)N)OC(=O)c1ccccc1NS(=O)(=O)c2ccc3c(c2)OCCO3
decoy,C00412207,Cc1cc(c2cc3c(c(sc3nc2c1)C(=O)N4CCCC4)N)C
decoy,C06370832,C[C@@H]1CCCC[C@H]1NC(=O)[C@@H](C)OC(=O)c2c3ccccc3n[nH]2
decoy,C06381902,C[C@@H]1CC=C2[C@H](C1)[C@@H](C(C(=C2C#N)N)(C#N)C#N)C(C)C
decoy,C63270263,c1ccc2c(c1)C[C@@H](C(=O)O2)c3cccc(c3)C(=O)NCCC4=c5ccccc5=[NH+]C4
decoy,C40826018,Cc1c\2c(oc1C(=O)Nc3ccccc3F)CCC/C2=N\NS(=O)(=O)c4ccc(cc4)F
decoy,C49072655,c1ccc2c(c1)nc(o2)C[NH+](Cc3ccc(cc3)C[NH2+]Cc4ccccn4)[C@H]5CCCc6c5nccc6
decoy,C05272375,Cc1c2ccc(cc2oc(=O)c1CC(=O)NC3CC([NH2+]C(C3)(C)C)(C)C)O
decoy,C62038612,C[C@H](C(=O)Nc1cc(ccc1O)Cl)Sc2[nH]c3c(c(cs3)c4ccco4)c(=O)n2
decoy,C03101239,CCc1ccccc1NC(=O)C(=O)N/N=C/c2cccc(c2)[N+](=O)[O-]
decoy,C15004984,Cc1ccc2c(c1)cc(c(n2)N3CCC(CC3)O)CN(C[C@@H]4COc5ccccc5O4)C(=O)C6CCCCC6
decoy,C12716247,Cc1ccc(o1)c2nnn(n2)CC(=O)N(Cc3ccc(cc3)OC)[C@@H](c4ccco4)C(=O)NC(C)(C)C
decoy,C24987771,CCCNC(=O)NC(=O)CSc1nc(c(c(n1)N)c2ccc(cc2)Cl)CC
decoy,C46841873,Cc1ccc(cc1C(=O)NCc2ccc([nH+]c2)N3C[C@@H](O[C@H](C3)C)C)S(=O)(=O)NCCOC
decoy,C34758705,Cc1ccc(c(c1)C[NH+]2CCN(CC2)c3c4c(c(sc4nc(n3)SCC(C)C)C)C)C
decoy,C36242315,CC(C)([C@H]1OC[C@H]([C@@H](O1)c2cccnc2)C/C=C\CCC(=O)[O-])Oc3ccccc3SC
decoy,C12402825,CC1=NC2=C([C@@H](C1C(=O)OC(C)C)c3cc(c(c(c3)OC)[O-])[N+](=O)[O-])C(=O)C[C@H](C2)c4ccccc4OC
decoy,C08553728,c1ccc(cc1)NC(=O)c\2cc3cc4c5c(c3o/c2=N\c6cccc(c6)C(=O)N)CCCN5CCC4
decoy,C07907557,CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)NC(=O)NC(C)C
decoy,C39359649,c1ccc2=[NH+]CC(=c2c1)/C=N/NC(=O)CNC(=O)c3ccc(cc3)S(=O)(=O)N4CCCC4
decoy,C28928232,C[NH+](CC(=O)N1C[C@@H](Oc2c1cccc2)C(=O)N)C(c3ccccc3)c4ccccc4
decoy,C15135153,CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)NN)NC(=O)[C@H](C(C)C)NC(=O)OC(C)(C)C
decoy,C04353219,c1ccc(cc1)NC(=O)OC[C@H]2C([C@@H](OCO2)COC(=O)Nc3ccccc3)OC(=O)Nc4ccccc4
decoy,C39674566,Cc1cccc(c1)CC(=O)N2C[C@@H](C3(C2)CC[NH2+]CC3)C(=O)N[C@H](C)C4=C(N=N[C@@H]4C)C
decoy,C15551527,Cc1ccc(c(c1)C)N(Cc2cc(on2)c3ccco3)S(=O)(=O)c4ccc(c(c4)[N+](=O)[O-])Cl
decoy,C28000499,CS(=O)(=O)Nc1c(ccn(c1=O)CC(=O)N[C@H]2CCCN([C@@H]2O)C(=[NH2+])N)CCC3CCCCC3
decoy,C03670533,CCOCCCNC(=O)[C@@]1(c2cc(ccc2NC(=O)N1c3ccc(cc3OC)OC)Br)O
decoy,C37929751,CCCCC[C@H](C)NS(=O)(=O)c1cc(ccc1N)Br
decoy,C39757541,C=CCn1c(nnc1SCC(=O)c2ccc(c(c2)[N+](=O)[O-])Cl)CCNC(=O)c3ccccc3F
decoy,C15733315,Cc1cc(ccc1NC(=O)c2c3c(on2)-c4ccsc4CC3)Cl
decoy,C67463507,Cc1ccc(c2c1c(c(o2)C(=O)NNC(=S)NC3CCCC3)C)C
decoy,C10543671,C[C@H](C(=O)NC(=O)NC1CC1)OC(=O)c2c3ccccc3nc4c2CCCCC4
decoy,C65128909,Cc1cc(c(c(c1)C)[N-]S(=O)(=O)c2cc(cs2)c3ccc(=O)n(n3)C)C
decoy,C15860461,Cc1ccc(o1)[C@@H](CNC(=O)c2c(c3c(s2)cccc3Cl)Cl)[NH+]4CCCC4
decoy,C59015263,Cc1ccc(c(c1)Br)NC(=O)CSc2nc([nH]n2)N/N=C/c3ccc(cc3)Cl
decoy,C16612792,CC[C@@H](C)NC(=O)CN1CN(C2(C1=O)CCN(CC2)C(=O)c3ccccc3Br)c4ccccc4
decoy,C38576816,CCOC(=O)[C@H]1[C@H](SC(=C1C)C)NC(=O)C2=NN=C(C2)c3cc(cc(c3O)C)C
decoy,C01567818,CC(C)(C)NC(=O)OCc1c2n(c(c1COC(=O)NC(C)(C)C)c3ccc(c(c3)Cl)Cl)CCC2
decoy,C20082452,CCc1ccc2c(c1)cc(c(=O)[nH]2)[C@H](c3nnnn3C4CCCCC4)N(Cc5cccs5)C[C@@H]6CCCO6
decoy,C32830944,CC(C)CC[NH+](Cc1[nH]c2cc(ccc2c(=O)n1)Cl)Cc3[nH]c(=O)c4ccc(cc4n3)Cl
decoy,C01097112,CN(C)c1ccc(cc1)n2cccc2/C=N/NC(=O)c3ccccc3Br
decoy,C37220626,C[C@@H](c1ccc(c(c1)Cl)Cl)[NH2+][C@@H](C)C2CCCCC2
decoy,C08591610,CC1=C([C@@H](n2c(nc(n2)SCc3ccccc3F)N1)c4ccccc4)C(=O)Nc5cccnc5
decoy,C64502345,Cc1ccc2=[NH+]CC(=c2c1)CCNC(=O)c3ccc(cc3)Cn4c5ccccc5nc(c4=O)C
decoy,C09349353,CCCn1c2c(c(nc(n2)C(C)C)SCC(=O)NC[C@@H]3COc4ccccc4O3)c(=O)n(c1=O)C
decoy,C27165035,Cc1c2ccc(cc2oc(=O)c1CCC(=O)N(C)[C@H](C)c3cccs3)OC
decoy,C12343012,C/C(=N\N=C/1\NC(=O)[C@H](S1)CC(=O)Nc2ccccc2C(F)(F)F)/c3ccc(cc3)[N+](=O)[O-]
decoy,C03091955,Cc1ccc(c(c1)C)N[C@H](C(Cl)(Cl)Cl)NC(=O)c2ccccc2[N+](=O)[O-]
decoy,C39657112,CCCC[C@H](C)C(=O)N1C[C@H](C2(C1)CC[NH2+]CC2)C(=O)N[C@@H](C)c3ccc(cc3)Br
decoy,C03333260,CCOC(=O)c1c(c(sc1NC(=O)CN2C(=O)C3(CCCCCC3)NC2=O)C)c4ccc(cc4)C
decoy,C18159007,c1ccc2c(c1)[C@H](OC2=O)/C(=C\Nc3ccc(cc3)OC(F)(F)F)/[N+](=O)[O-]
decoy,C00641267,Cc1cccc(c1C)NC(=O)C2=C(NC(=O)N[C@@H]2c3cccc(c3)OC)C
decoy,C14429558,CCC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)Nc3ccccc3I
decoy,C00654214,Cc1c(c2ccccc2[nH]1)/C=N/NC(=O)c3cc(nc4c3cccc4)c5ccncc5
decoy,C37016239,C[C@]12CC[C@H](C1(C)C)C[C@H]2NC(=O)c3ccc(cc3)N
decoy,C63230045,c1ccc2cc(ccc2c1)C(=O)NC[C@@H]([C@H]3CC=CS3)C4=c5ccccc5=[NH+]C4
decoy,C33279540,Cc1ccc(cc1NC(=O)CNS(=O)(=O)c2cc(cs2)c3nc(on3)C4CCC4)Cl
decoy,C37517978,C[C@H]1CCc2c(sc(c2C#N)NC(=O)[C@@H]3C[C@@H]3C(=O)[O-])C1
decoy,C19354154,Cc1nc(cs1)COc2ccc(cc2)[C@H]3[NH+]=C(Nc4n3c5cc6c(cc5n4)OCCCO6)N
decoy,C00669084,Cc1c(sc(c1C(=O)N)NC(=O)[C@H](c2ccccc2)Sc3ccccc3)C
decoy,C38683653,CCc1ccc(cc1)O[C@H](C)C(=O)Oc2ccc3c(c2)OC(=C([C@@H]3c4ccc(cc4)C(=O)OC)C#N)N
decoy,C37512093,Cc1cc(ccc1OCC(=O)c2ccc3c(c2)N(C(=O)CO3)CC(=O)NC4CCCCC4)F
decoy,C12490029,COc1ccccc1N([C@@H](c2ccccc2)C(=O)NC[C@@H]3CCCO3)C(=O)CNC(=O)c4cccs4
decoy,C45739454,C[C@@H]1c2ccsc2CCN1C(=O)NC3CCN(CC3)C(=O)C4CCCCC4
decoy,C06193197,CC[NH+](CC)CCCNC(=S)N(Cc1ccc2c(c1)OCO2)Cc3cc4cc(c(cc4[nH]c3=O)C)C
decoy,C63272532,CC\1=C(C(=O)N(C(=O)/C1=C\Nc2cccc(c2)NC(=O)C)CCC3=c4ccccc4=[NH+]C3)C#N
decoy,C04028886,CC1CC[NH+](CC1)Cc2c(cco2)CC[C@H]3C(=C)CC[C@@H]4[C@@]3(CCC[C@]4(C)C(=O)OC)C
decoy,C63683241,c1ccc(cc1)c2c(oc(n2)NC(=O)CSC3=NC(=O)CC(=N3)c4ccccc4)c5ccccc5
decoy,C40151434,CCC[NH+](CC(=O)N1CCc2c1ccc(c2)S(=O)(=O)N)[C@@H](C)c3ccc(c(c3)Cl)Cl
decoy,C21801737,c1cc(c(c(c1)Cl)[C@@H](c2cc(cc(c2)Cl)[N+](=O)[O-])N)Cl
decoy,C39597906,CC[C@@H](C)CC(=O)N1C[C@@H](C2(C1)CC[NH2+]CC2)C(=O)NCCc3c[nH]c4c3cccc4
decoy,C07615738,Cc1ccc(cc1)n2c(c(nn2)c3nc(no3)c4ccccc4Cl)C
decoy,C04916645,Cc1ccc(nc1)N2[C@@H](c3ccccc3C2=O)Nc4cccc(c4C)C
decoy,C35777338,Cc1c(c(n(n1)c2ccccc2)Oc3ccccc3OC)C[NH+](CC4CC4)C[C@H](COCc5ccco5)O
decoy,C09328775,CCCOc1cccc(c1)[C@@H]2/C(=C(/c3ccc4c(c3)C[C@H](O4)C)\O)/C(=O)C(=O)N2CC[NH+](C)C
decoy,C12733869,Cc1ccc(cc1C)S(=O)(=O)Nc2ccc(cc2)CS(=O)(=O)N
decoy,C21517370,CC[C@H](c1cc(ccc1O)Br)Nc2ccc(cc2C)C
decoy,C38659840,CC(C)Oc1ccc(cc1)C(=O)Oc2ccc3c(c2)OC(=C([C@H]3c4cc(ccc4OC)OC)C#N)N
decoy,C01058881,c1ccc(cc1)n2c(nnc2SCC(=O)Nc3nccs3)c4ccccc4O
decoy,C33051525,CCc1ccccc1NC(=O)N2Cc3c(nn(c3-n4cccc4[C@H]2c5ccc(cc5)C(C)C)c6ccccc6)C
decoy,C08789395,CCOC(=O)c1ccc(cc1)N2C(=O)[C@@H]3[C@@H]([NH2+][C@]4([C@@H]3C2=O)c5ccc(c(c5NC4=O)C)Cl)CC(=O)N
decoy,C08655303,c1ccc2c(c1)[C@](C(=O)N2)(C/C(=N\NC(=O)C(=O)NN)/c3ccc(cc3Cl)Cl)O
decoy,C36302987,CCc1c(c(n(n1)c2ccccc2)Oc3ccccc3)C[NH+](C[C@@H]4CCCO4)C[C@@H](Cc5ccccc5)O
decoy,C38666275,Cc1ccc(c(c1)NC(=O)C(=O)NC[C@@H](c2ccc(cc2)N(C)C)N3CCN(CC3)c4ccc(cc4)F)C
decoy,C09805621,c1ccc(cc1)c2ncc(o2)COC(=O)[C@H](CCCCNC(=O)c3ccccc3)NC(=O)c4ccccc4
decoy,C63350743,Cc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)N[C@@H](C)C(=O)NCCC3=c4ccccc4=[NH+]C3
decoy,C23716703,COc1ccc(cc1)CN2C(=O)c3ccccc3/C(=C/NNC(=O)c4cc5c(s4)CCCC5)/C2=O
decoy,C48289781,c1ccc(cc1)CC[C@@H]2CCC[NH+]2CC(=O)N(CCC#N)c3ccccc3F
decoy,C66934740,CCOCCN(Cc1ccc(o1)C(=O)OC)S(=O)(=O)C2CCCC2
decoy,C15103906,C[NH+](Cc1ccccc1N2CCCCC2)CC(=O)Nc3ccccc3C(=O)NCc4ccco4
decoy,C13739141,c1ccc(cc1)C(=O)c2cc[n+](cc2)c3c(sc(=O)[nH]3)/C=N/NC(=O)c4ccccc4O
decoy,C35290842,CC(C)(C)NC(=O)N1CCC[C@@H](C1)c2nc(no2)c3ccccc3
decoy,C09581359,COC(=O)CCn\1c2ccc(cc2s/c1=N\C(=O)c3ccc(s3)Cl)S(=O)(=O)N
decoy,C56984453,Cc1ccc(c2c1c(c(o2)C(=O)N[C@H](C)C(=O)N3CCCCC3)C)C
decoy,C12488510,CCC(C)(C)NC(=O)[C@@H](c1cccc(c1)OC)N(c2cccc(c2C)C)C(=O)CNC(=O)c3cccs3
decoy,C31042713,C[NH+](CC(=O)Nc1ccccc1SC)CC(=O)N2CCN(CC2)c3ccc(cc3)F
decoy,C67595583,C[C@@H]1CC(=O)Nc2ccccc2N1C(=O)C(=O)N(C)C[C@@H](C)c3ccccc3
decoy,C44877759,Cc1ccc(cc1)S(=O)(=O)N(CC(=O)NCc2ccc(cc2)C[NH+]3CCC[C@@H](C3)C)c4ccccc4C
decoy,C09789443,CCc1ccc2c(cc(=O)oc2c1)COC(=O)c3cccc(c3)S(=O)(=O)NC(C)C
decoy,C37004538,c1cc(sc1)[C@@H](C2CCCC2)NC(=O)[C@H]3CCCC[NH2+]3
decoy,C63623030,c1ccc(cc1)C(=O)COC(=O)[C@H](CC2=c3ccccc3=[NH+]C2)NC(=O)c4ccc(cc4)Br
decoy,C36129345,CCCCC[C@@H](C)NS(=O)(=O)c1c(cc(cc1Br)Br)N
decoy,C48081283,c1cc(ccc1CNC(=O)Nc2ccc(nc2)OCC(F)(F)F)[N+](=O)[O-]
decoy,C38667066,Cc1ccc(cc1NC(=O)C(=O)NC[C@@H](c2ccc(cc2)N(C)C)N3CCc4ccccc4C3)[N+](=O)[O-]
decoy,C64727756,COC(=O)[C@H](CC1=c2ccccc2=[NH+]C1)NC(=O)C[C@H]3C(=O)Nc4ccccc4S3
decoy,C12183729,Cc1ccc2c(cc(=O)oc2c1)CC(=O)N3CCC4(CC[C@@H](O4)CNC(=O)c5ccccc5F)CC3
decoy,C14780903,CC(=CCc1cc2c(c(c1O)CC=C(C)C)OC[C@H](C2=O)c3ccc(cc3O)O)C
decoy,C21219479,CC[C@H](C)Oc1ccc(cc1)[C@@H]2C3=C(C[C@@H](CC3=O)c4ccc(cc4)N(C)C)Nc5ccccc5N2
decoy,C66682139,CCc1ccccc1NC(=O)CNC(=O)Nc2ccc(c(c2)C)C(=O)NC(C)C
decoy,C63814522,Cc1cc(c(n1Cc2ccccc2)C)C(=O)COC(=O)[C@H](CC3=c4ccccc4=[NH+]C3)NC(=O)C
decoy,C00844390,CC1=C([C@H](NC(=O)N1)c2ccc(cc2)Br)C(=O)OCC(Cl)(Cl)Cl
decoy,C02305295,c1cc(ccc1[C@H]2C[C@H](n3c(c(c(n3)C(=O)Nc4ccc(cc4)Cl)Cl)N2)C(F)(F)F)Cl
decoy,C12001555,C[C@@H](c1cccs1)NC(=O)c2ccc([nH]c2=O)C[NH+]3CCC(=CC3)c4ccc(cc4)F
decoy,C45844847,C[C@H]1c2ccsc2CCN1C(=O)NCc3ccc([nH+]c3)N4CCCC4
decoy,C09298511,CCOC(=O)NC(=O)c1c2c(sc1NC(=O)[C@@H]3COc4ccccc4O3)CCCCC2
decoy,C35965123,CN1C2=C([C@H](NC1=O)c3cccc(c3)[N+](=O)[O-])C(=O)N(C2)[C@H](Cc4ccccc4)C(=O)NC[C@@H]5CCCO5
decoy,C09223707,Cc1ccc(cc1)N2C3=NC(=O)[C@@H]([C@H](C3=C(N2)C)c4ccc(cc4)C#N)NC(=O)c5ccccc5
decoy,C63294388,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN(C2)C(=O)[C@H]3C=c4ccccc4=[NH+]3
decoy,C40917148,COc1cc(cc(c1OCc2ccccc2F)Br)[C@H]3C4=C(CCCC4=O)Nc5n3nnn5
decoy,C39362917,c1cc(c(c(c1)Cl)CSC2=NN[C@H](N2c3ccc(cc3)F)Cc4cc(=O)[nH]c(=O)[nH]4)F
decoy,C45513223,CCc1cccc(c1NC(=O)C[NH+]2CCC(CC2)n3c4ccccc4[nH]c3=O)CC
decoy,C08951299,Cc1ccc(cc1)S(=O)(=O)N[C@@H](C)C(=O)Oc2ccc3c(c2)oc(c(c3=O)c4ccc(cc4)F)C
decoy,C01819377,COc1ccccc1n2c(=O)c3ccccc3nc2SCc4[nH]c(=O)c5c(n4)-c6ccccc6CC57CCCCC7
decoy,C20732819,C[NH+](CCCNC(=O)C[C@@H]1C(=O)Nc2ccccc2N1)C3CCCCC3
decoy,C38685138,CCCCOc1cccc(c1)[C@@H]2c3ccc(cc3OC(=C2C#N)N)OC(=O)/C=C/c4ccc(cc4)C(C)(C)C
decoy,C01467374,CC1=C([C@H](n2c(nc(n2)c3ccco3)N1)c4ccccc4)C(=O)Nc5ccccc5
decoy,C03314425,c1cc(ccc1NC(=O)COC(=O)[C@H]2C[C@H]3C[C@@H]2C=C3)S(=O)(=O)N4CCCC4
decoy,C27023785,CCOc1cc(ccc1OC(=O)c2ccc(cc2)C)C3C(=C(NC(=C3C(=O)OCC=C)C)C)C(=O)OCC=C
decoy,C57658137,Cc1ccc(c(c1)C)NC(=O)[C@H](c2ccc3c(c2)OCCO3)O
decoy,C17130865,COc1cccc2c1o/c(=[NH+]\c3c(c4c(s3)CCCC4)C(=O)N)/c(c2)C(=O)Nc5ccc(cc5)F
decoy,C05125645,CC(=O)NC(=O)c\1cc2cc(cc(c2o/c1=N\c3ccccc3F)Cl)Cl
decoy,C39610146,c1cc2c(cc1CNC(=O)[C@@H]3CN(CC34CC[NH2+]CC4)C(=O)c5ccc(c(c5)F)C(F)(F)F)OCO2
decoy,C12770579,c1ccc(cc1)[C@@H]2c3ccsc3CCN2S(=O)(=O)c4ccc5c(c4)[nH]c(=O)[nH]5
decoy,C12452785,c1cc(ccc1C2=CC[NH+](CC2)Cc3ccc(c(=O)[nH]3)C(=O)NC4C5CC6CC(C5)CC4C6)F
decoy,C39652885,C[C@H](C(=O)N1C[C@H](C2(C1)CC[NH2+]CC2)C(=O)NCCc3ccc(cc3)Br)Oc4ccccc4
decoy,C06196796,CCOc1ccc2c(c1)cc(c(=O)[nH]2)[C@@H](c3nnnn3C4CCCCC4)[NH+]5CCCC6(C5)CCCCC6
decoy,C11716899,COc1ccc(cc1OC)C[NH+]2CCNC(=O)[C@H]2CC(=O)N3CCCC3(CC=C)CC=C
decoy,C20080057,Cc1ccc(c(c1)N2CCN(CC2)[C@H](c3cc4cc(ccc4[nH]c3=O)OC)c5nnnn5C6CCCCC6)C
decoy,C39684549,CC[C@@H](c1ccccc1)C(=O)N2C[C@H](C3(C2)CC[NH2+]CC3)C(=O)N[C@@H](C)C(C)(C)C
decoy,C64986684,Cc1ccc2c(c1)NC(=O)c3cc(c(cc3O2)N4CCN(CC4)c5ccccc5)S(=O)(=O)N(C)C
decoy,C38736223,Cc1c(sc(n1)c2cccc(c2)F)CCNC(=O)c3ccc(cc3Cl)[N+](=O)[O-]
decoy,C38688537,c1ccc2c(c1)cccc2[C@@H]3c4ccc(cc4OC(=C3C#N)N)OC(=O)[C@@H]5COc6ccccc6O5
decoy,C18024420,CN(C)c1ccc(cc1)/C=N/NC(=[NH2+])S[C@H]2CC(=O)N(C2=O)c3ccc(cc3)Br
decoy,C12513300,Cc1ccc(cc1C)n2c(nnc2SCC(=O)Nc3ccccc3N4CCCC4)c5ccncc5
decoy,C12530498,c1cc(sc1)CNC(=O)CC[C@@H]2CNC(=O)[C@H]3[NH+]2C[C@H](C3)NS(=O)(=O)c4cccs4
decoy,C36249684,C#CCOC[C@@H](C[NH+](Cc1ccco1)Cc2c(noc2N3CCOCC3)c4ccc(cc4)F)O
decoy,C65460696,Cc1nccn1c2ccccc2Cn3cnc4c(c3=O)c5c(s4)CNCC5
decoy,C02912149,CCCSc1nc2c(nn1)-c3ccccc3N[C@@H](O2)c4ccc(cc4)F
decoy,C39970635,C[C@@H]1CCC[C@H](N1S(=O)(=O)c2ccc(cc2)NC(=S)N3CC[NH+](CC3)C/C=C/c4ccccc4)C
decoy,C20416402,CCn1c(nnc1S[C@H](C)C(=O)Nc2nccs2)CN(c3ccc(cc3)F)S(=O)(=O)C
decoy,C40849171,C[C@@H](CCc1ccccc1)NC(=O)CNc2c3nnc(n3c4ccccc4n2)c5ccccc5
decoy,C08820745,C=CCOc1ccccc1/C=C\2/C(=O)N/C(=N/c3ccc(cc3C(F)(F)F)Cl)/S2
decoy,C55188952,CC(C)(C)c1csc(n1)NC(=O)c2csc(n2)N
decoy,C16434014,CCCCCc1ccc(cc1)C(=O)N(CC(C)C)CC(=O)Nc2cc(nn2c3ccc(cc3)C)C(C)(C)C
