name,molecule_chembl_id,smiles,max_phase,best_pchembl,best_standard_nM,activity_types,source,zinc_id
,,CC(C)CNC(=O)CCC[C@@H](C)NC(=O)c1ccc(Cl)o1,,,,,,ZINClz00000jsONb
,,C=C(C)CNC(=O)C(C)(C)[C@@H](C)NC(=O)c1ccc(Cl)o1,,,,,,ZINClx00000jsONa
,,CC(C)(C)OC(=O)N1CC2(CC(=O)N[C@H]2C(=O)NOCCCCF)C1,,,,,,ZINCpf000015KlaO
,,C=CCC[C@H](C)Nc1ccc(S(=O)(=O)NCC[C@@H](O)COC)c(Br)c1,,,,,,ZINCpy00000xEMWF
,,CN(CCC(=O)NC1([C@@H](O)CO)CC1)C(=O)[C@@H]1CCCC(=O)N1C,,,,,,ZINCo400000HLYI0
,,CC=C[C@@H](O)C(=O)N(CCC)CC(=O)N1CC[C@]1(C)COC,,,,,,ZINCmd00000wZXmK
,,CC[C@H](C)C(=O)NCC(=O)NC(C)(C)c1cccc(OC)c1,,,,,,ZINCms000000Azac
,,C=C[C@@](C)(O)C(=O)N1CC2(CO)CC1(C(=O)N[C@@H](CCC)C1CC1)C2,,,,,,ZINCpf000015Klbe
,,CC1(C)C[C@@H](CN(CC(C)(C)[C@H]2CCCO2)C(=O)[C@H]2C[C@H]2F)CO1,,,,,,ZINCoB00000t65jW
,,COC(=O)C12CCC(C(=O)N(CC3CC3)[C@H]3CCNC3)(CC1)O2,,,,,,ZINCne00001A3Jgr
,,C=C[C@](C)(O)C(=O)N1CC2(C[C@H](C(=O)N(C)C[C@H]3CC3(F)F)CO2)C1,,,,,,ZINCpc000015Klav
,,C=CCCCC(=O)NCCc1cnc(NC(=O)CC(=O)OCC)s1,,,,,,ZINCoq00000ib7xu
,,CC(C)(CO)C(=O)N1CC2(CO)CC1(C(=O)N1CCS[C@@H]3CC[C@@H]31)C2,,,,,,ZINCpa000015Klb5
,,C=C[C@@H](CC)CC(=O)N1CC[C@@](CF)(C(=O)NC2(CF)CCCC2)C1,,,,,,ZINCpB00000xA6fA
,,CN(CCC(=O)NC1([C@@H]2CCCOC2)CC1)C(=O)CSCC(N)=O,,,,,,ZINCo700000HLYHT
,,CC=CCNC(=O)CCC[C@@H](C)NC(=O)c1cc[nH]c1C,,,,,,ZINClt00000jsONg
,,CC(C)C[C@H](C)Nc1cc(N2CCN(C)[C@H](c3ncc[nH]3)C2)ncn1,,,,,,ZINCpv00000xEMWU
,,CC1(C)C[C@H](CN(CCCCCF)C(=O)[C@H](O)c2ccco2)CO1,,,,,,ZINCoA00000t65jT
,,C[C@@H](CC(=O)NC[C@H](O)C(=O)N(C)Cc1ccccc1F)C(F)F,,,,,,ZINCol00000sIKc0
,,C[C@H]1CN(C(=O)N[C@H]2CCCN(S(=O)(=O)C3CC3)C2)C[C@H]1P(C)(C)=O,,,,,,ZINCpl00001BNeR0
,,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1C(=O)N(C)[C@H](CCO)C(F)F,,,,,,ZINCpp00001BNeRC
,,C[C@H]1CN(C2CC2)CCN1c1cc(C(=O)O)c2ccccc2n1,,,,,,ZINCnw00000otW7d
,,C=C[C@](C)(O)C(=O)N1CC2(CCN(C(=O)[C@@H](CN(C)C)C(C)C)C2)C1,,,,,,ZINCpe000015KlaK
,,COC(=O)[C@@]12CC[C@@](C(=O)NCCCCC3(N)CCC3)(CN1)C2,,,,,,ZINCne00001A3JgD
,,C[C@@H]1CN(C(=O)N[C@H]2CCN(CC3CCOCC3)C2)CC[C@H]1CCO,,,,,,ZINCpl00001BNeR5
,,C[C@H]1CN(C(=O)OC(C)(C)C)CCCN1C(=O)[C@@]12CC[C@@H](COC1)O2,,,,,,ZINCpn00001BNeRf
,,CC#CC[C@@H](C)Nc1ccc(S(=O)(=O)N[C@H](C)CCCCO)cc1F,,,,,,ZINCpy00000xEMWO
,,C=C[C@](C)(O)C(=O)N1CC2(CO)CC1(C(=O)NCC(F)(F)COC)C2,,,,,,ZINCp5000015Klba
,,C[C@H](CC(=O)NC[C@@H](O)C(=O)NCC1(N(C)C)CC1)CC(C)(C)C,,,,,,ZINCoh00000sIKbY
,,CC[C@@H](CCCC(=O)N1CC[C@](C)(F)C1)NC(=O)CCn1cccc1,,,,,,ZINCpz00000xA6fi
,,CSCC[C@H](C)NC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](C)CCCC(C)C,,,,,,ZINCpG00000sZ5As
,,CN1C[C@@H](C(=O)O)N(S(=O)(=O)c2cc(F)ccc2C(F)F)CC1=O,,,,,,ZINCoc00000HbAat
,,CC[C@H](C)CCNC(=O)C(=O)N[C@@H]1CCO[C@@H](C(C)(C)C)C1,,,,,,ZINCms000000Azhy
,,COC(=O)C12CCC(C(=O)N(C)C[C@H]3CCC[C@H]3O)(CC1)NC2,,,,,,ZINCnc00001A3JgE
,,COC(=O)[C@@]12CC[C@@](C(=O)N[C@@H]3CCN(C)C4(CC4)C3)(C1)NC2,,,,,,ZINCna00001A3JgR
,,C[C@@H]1CN(C(=O)OC(C)(C)C)[C@H](C)CN1C(=O)CC[C@@H]1CCS1(=O)=O,,,,,,ZINCpo00001BNeRF
,,C[C@H](CCCNC(=O)[C@@](C)(O)CC(F)(F)F)NC(=O)c1cc(Cl)no1,,,,,,ZINCpq00000iFAHL
,,CN1C[C@H](C(=O)NNC(=O)CSc2ncnc3ccsc23)CC1=O,,,,,,ZINCoa00000HbAao
,,C[C@@H]1CN(C(=O)OC(C)(C)C)[C@H](C)CN1C(=O)NC[C@@H]1CCC(=O)N1,,,,,,ZINCpj00001BNeRG
,,CC[C@@H](CCCC(=O)N1CCC=C(F)C1)NC(=O)[C@@H](CC1CC1)OC,,,,,,ZINCpz00000xA6fk
,,CC(C)(C)OC(=O)N1CC2(CC(=O)O[C@H]2COC(=O)[C@@H]2CCOC2)C1,,,,,,ZINCph000015KlaQ
,,CC[C@H](C)C=CC(=O)N1CCC[C@](F)(C(=O)N2CC(SC(F)F)C2)C1,,,,,,ZINCpA00000xA6fy
,,CC[C@@](C)(O)C(=O)N1CC2(C[C@@H](C(=O)NC3(C(F)(F)F)CC3)CO2)C1,,,,,,ZINCpf000015Klas
,,C=CCC[C@H](C)Nc1ccc(S(=O)(=O)NC[C@@H](C)N(C)C)cc1C#N,,,,,,ZINCpv00000xEMWH
,,CN(CCC(=O)NC1[C@@H](O)C[C@@H]1O)C(=O)c1n[nH]c2ccccc12,,,,,,ZINCo500000HLYHU
,,C[C@H](NC(=O)C12CC(C[C@H]1N)C2)C12CCC(CC1)C2,,,,,,ZINCjr00000eTefG
,,CN1C[C@H](N(C)C(=O)c2ccccc2N2CCNC2=O)CCC1=O,,,,,,ZINCof00000HbAaE
,,C[C@H]1CN(S(C)(=O)=O)C[C@]1(C)CNC(=O)c1cnnc2ccccc12,,,,,,ZINCpi00001BNeRK
,,CN(C)CC(=O)NC1(CC(=O)NC[C@](C)(O)CCO)CCCCC1,,,,,,ZINCo600000HLYHH
,,C[C@@H]1CN(C(=O)OC(C)(C)C)[C@H]1C(=O)NCC1(O)C[C@@H]2CC[C@H](C1)O2,,,,,,ZINCpk00001BNeRD
,,CC=C[C@H](O)C(=O)NCC(C)(C)C(=O)N1CCC(C)=C(C)C1,,,,,,ZINCmm00000wZXmU
,,C[C@H]1CN2C[C@H](NCc3nc(-c4ccccc4)cs3)C[C@H]2CO1,,,,,,ZINCnx00000otW7b
,,C#CCCNC(=O)CCC[C@@H](C)NC(=O)C1=CCC[C@H]1C,,,,,,ZINClr00000jsON9
,,COC(=O)[C@@]12CC[C@@](C(=O)Nc3ccc(N)c(OC)c3)(CN1)C2,,,,,,ZINCnf00001A3Jgj
,,CCC#CCN=c1[nH]c(N2CCC(CCCO)CC2)nc(=NC)[nH]1,,,,,,ZINCon00000t7H2s
,,C=C=CCCN=c1[nH]c(N2CC[C@]3(CC[C@@H](O)C3)C2)nc(=NC)[nH]1,,,,,,ZINCon00000t7H2n
,,C[C@H]1CN(C(=O)NC[C@H](Cc2ccccc2)N(C)C)CC2(COC2)O1,,,,,,ZINCpj00001BNeQX
,,CC=C[C@H](O)C(=O)NC/C=C/CC(=O)N1CCC[C@@]1(C)CO,,,,,,ZINCm900000wZXmN
,,CCCC[C@@H](C)N=c1ccn2ncc(S(=O)(=O)NC(C)(C)CF)c2[nH]1,,,,,,ZINCpx00000xEMWX
,,C[C@@H]1CN(C2CC2)CCN1Cc1cccnc1-c1cccn1C,,,,,,ZINCnx00000otW7g
,,CC(C)C(=O)C(=O)N1CC2(C[C@H](C(=O)NCCOCCCO)CO2)C1,,,,,,ZINCp5000015Klax
,,CN(CCC(=O)NC1CC(=O)NC(=O)C1)C(=O)[C@@H]1C[C@H](F)CN1C,,,,,,ZINCo400000HLYHL
,,CCC#CCN=c1[nH]c(N2CC[C@](C)(N(C)C)C2)nc2c1COC2,,,,,,ZINCoo00000t7H2u
,,C[C@H](NC(=O)[C@]12CCC[C@H]1NCC2)c1sccc1Cl,,,,,,ZINCjB00000eTefJ
,,CC(C)(C)OC(=O)N1CC2(CO)CC1(C(=O)N1CC3(CCC3=O)C1)C2,,,,,,ZINCpf000015Klb0
,,C=CCC[C@H](C)Nc1ccc(S(=O)(=O)N[C@H](C)CS(C)(=O)=O)cc1Cl,,,,,,ZINCpy00000xEMWP
,,CN1C[C@@H](NC2CCC3(CC2)C(=O)Nc2ccccc23)CS1(=O)=O,,,,,,ZINCog00000HbAav
,,C=C1CC[C@@H](CN(CCC(C)(C)OC)C(=O)C2(O)CCSCC2)C1,,,,,,ZINCoC00000t65k3
,,C=C1CC[C@H](CN(CCC(C)(C)OC)CC2CCS(=O)(=O)CC2)C1,,,,,,ZINCoC00000t65jZ
,,C/C(=C\CO)C(=O)N1CC2(CCN(C(=O)CCn3cccn3)CC2)C1,,,,,,ZINCpc000015KlaJ
,,CCC(CC)C(=O)NCCc1cnc(NC(=O)[C@@H]2CCCN2C)s1,,,,,,ZINCos00000ib7xv
,,CSCC[C@H](C)NC(=O)[C@H]1CCN(C(=O)C2=CCCCC2)CC1(C)C,,,,,,ZINCpG00000sZ5Au
,,CO[C@H](C(=O)N(Cc1ccc(Cl)s1)CC1(OC)CC1)C1CCC1,,,,,,ZINCnH00000sYn7v
,,CN1C[C@H](N)C[C@H]1C(=O)N1CCC[C@@H](c2nnc(S)n2C2CC2)C1,,,,,,ZINCoc00000HbAaB
,,COC(=O)[C@@]12CC[C@@](C(=O)N(C)[C@@H]3CC[C@H]4CNC[C@@H]43)(CO1)C2,,,,,,ZINCnb00001A3JgI
,,CC[C@H](C)CCC(=O)N1CCC[C@@](F)(CNC(=O)C2CC(C)(F)C2)C1,,,,,,ZINCpD00000xA6fp
,,CC[C@H](C)C=CC(=O)N1CCC[C@](F)(C(=O)NC2(C3CCC3)CC2)C1,,,,,,ZINCpD00000xA6fz
,,CN1C[C@H](Nc2ccc(N3CCOCC3)cc2C(N)=O)CCC1=O,,,,,,ZINCoc00000HbAaw
,,CO[C@@H](C(=O)N(Cc1ccccn1)Cc1cc(C)co1)C(C)C,,,,,,ZINCnB00000sYn7y
,,COC(=O)[C@@]12CC[C@@](C(=O)NC3CC([C@@H]4CCOC4)C3)(C1)NC2,,,,,,ZINCnc00001A3Jgh
,,CN1C[C@H](N)C[C@H]1C(=O)Nc1ncc(-c2ccc([N+](=O)[O-])cc2)[nH]1,,,,,,ZINCof00000HbAaC
,,COC(=O)[C@@]12CC[C@@](C(=O)Nc3cn(CC(F)F)nn3)(CN1)C2,,,,,,ZINCn700001A3Jgm
,,CC[C@H](C)C(=O)NCC(=O)N(C)[C@H](C)c1cccc(C#N)c1,,,,,,ZINCms000000Az9r
,,CC(C)C[C@H](C)Nc1cc(N2CCO[C@@H](CCCN(C)C)C2)ncn1,,,,,,ZINCpy00000xEMWW
,,C=C=CCCN=c1[nH]c(N2CC[C@]3(CCCN3C)C2)nc(=NC)[nH]1,,,,,,ZINCon00000t7H2p
,,CC[C@H](C)CC(=O)N1CCC2(CCOCC2)[C@H](C(=O)OC)C1,,,,,,ZINCms000000Azer
,,C=C[C@@H](CC)CC(=O)N1CCC[C@@](F)(CNC(=O)C2(F)CCC2)CC1,,,,,,ZINCpD00000xA6fq
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1CCC(=O)N[C@@H]1CCC(=O)NC1,,,,,,ZINCpm00001BNeRh
,,C[C@H](NC(=O)C12CC(C[C@H]1N)C2)C1CCCCC1,,,,,,ZINCir00000eTefH
,,C[C@H]1CN(Cc2c(-c3cc(Cl)ccc3Cl)cnn2C)CC(=O)N1,,,,,,ZINCnx00000otW7t
,,CN(CCC(=O)NC1CCS(=O)CC1)C(=O)Cn1ncn(C)c1=O,,,,,,ZINCo400000HLYHQ
,,CCCC[C@H](C)Nc1cc(N2CCN([C@@H]3CCOC3)CC2)nc(C)n1,,,,,,ZINCpw00000xEMWV
,,C[C@@H]1CN2CCC[C@H]2CN1C[C@H]1CC(=O)N(c2ccccc2)C1,,,,,,ZINCns00000otW78
,,CN(CCC(=O)NC1CC(=O)NC(=O)C1)C(=O)CN1CSCC1=O,,,,,,ZINCo400000HLYHO
,,CN1C[C@@H](NCCCN2C(=O)CN(C)C2=O)[C@H](c2ccccc2)C1,,,,,,ZINCof00000HbAaA
,,CC=C[C@@H](O)C(=O)NCC(C)=CC(=O)N1CC[C@](C)(CO)C1,,,,,,ZINCm800000wZXn3
,,CC(C)(C)OC(=O)N1CC2(C[C@H](O)[C@H](O)CN2C[C@H]2CCCCO2)C1,,,,,,ZINCpf000015KlaF
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1CNS(=O)(=O)CC[C@H]1CCCO1,,,,,,ZINCpp00001BNeRl
,,CO[C@@H](CC1CC1)C(=O)N[C@@H]1CCCN(c2ncc(Cl)cn2)CC1,,,,,,ZINCou00000pgLsH
,,C=C[C@](C)(O)C(=O)N1C[C@@]2(CNC(=O)[C@@H](C)CC(F)(F)F)C[C@H]1CO2,,,,,,ZINCpf000015KlaX
,,C[C@@H](CCCNC(=O)C[C@H](O)C(Cl)(Cl)Cl)NC(=O)C12CC(C#N)(C1)C2,,,,,,ZINCps00000iFAHF
,,C=CCCCCCN(C)C[C@@H]1CCCCN1C(=O)C[C@H](C)COC,,,,,,ZINCoH000002fLJH
,,CO[C@@H](C(=O)N(Cc1ccc(C)nc1)CC1(Br)CC1)C(C)(C)C,,,,,,ZINCnH00000sYn7I
,,C/C=C/C=C/C(=O)N(C)CC1CN(C(=O)c2cc(C3CC3)on2)C1,,,,,,ZINCos00000ib7xx
,,CCCC[C@@H](C)Nc1ccc(S(=O)(=O)NC[C@H]2CCN(CC)C2)cn1,,,,,,ZINCpw00000xEMWG
,,CCOC(=O)[C@H](C[C@H](C)CC)NC(=O)Cn1ccc(=N)[nH]1,,,,,,ZINClf000007ehyM
,,CO[C@@H](C(=O)N(Cc1ccc(Cl)s1)C[C@H](O)C1CCC1)C1CC1,,,,,,ZINCnD00000sYn7x
,,CC[C@H](C)CC(=O)N1CC[C@@](C(=O)OC)(C2CCOCC2)C1,,,,,,ZINCms000000AzeD
,,CC(C)C(=O)C(=O)N1CC2CC(C(=O)NC[C@H]3CCCNC3=O)(C2)C1,,,,,,ZINCp6000015Klad
,,C[C@H]1CN(C(=O)OC(C)(C)C)CCCN1C(=O)NC1CC(C(N)=O)C1,,,,,,ZINCpi00001BNeRg
,,CC(C)[C@@H](O)C(=O)NC(C)(C)CC(=O)N1CC[C@]1(C)C(C)C,,,,,,ZINCmp00000wZXmI
,,COC(=O)C12CCC(C(=O)N[C@@H]3COc4cnccc43)(CC1)O2,,,,,,ZINCne00001A3JgV
,,C[C@@H](CC(=O)NC[C@@H](O)C(=O)NCC1(O)CCCC1)CC(C)(C)C,,,,,,ZINCoj00000sIKbZ
,,CC[C@H](C)CCC(=O)N1CC[C@@](CF)(C(=O)N2C[C@H]3CCC[C@H]3C2)C1,,,,,,ZINCpC00000xA6fx
,,CN(CCC(=O)NC1([C@@H](O)CO)CC1)C(=O)[C@]1(O)CCOC1(C)C,,,,,,ZINCo400000HLYHW
,,C[C@H]1CN(C(=O)OC(C)(C)C)CC[C@@H]1C(=O)N1CC(F)(CC(=O)O)C1,,,,,,ZINCpp00001BNeRa
,,CC(C)C(=O)C(=O)N1CC2(C[C@H](C(=O)N[C@@H]3C[C@]3(C)C(F)F)CO2)C1,,,,,,ZINCpf000015Klay
,,C=CCCCCCN(C)C[C@@H]1CCCCN1C(=O)[C@@H](C)CCOC,,,,,,ZINCoH000002fLJJ
,,CCOC(=O)[C@H](CC1CC(F)(F)C1)NC(=O)c1cnn[nH]1,,,,,,ZINClf000007ehkg
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1CNC1CCC(CO)(CO)CC1,,,,,,ZINCpp00001BNeRj
,,COC(=O)[C@@]12CC[C@@](C(=O)N3CCOC[C@H]3C(F)(F)F)(CO1)C2,,,,,,ZINCne00001A3Jgb
,,C[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1C(=O)N1C[C@H](CC#N)[C@@H](O)C1,,,,,,ZINCpm00001BNeRb
,,CO[C@@H](C(=O)N(Cc1ccc(Cl)o1)C[C@H](O)C1CCC1)C(C)C,,,,,,ZINCnA00000sYn7t
,,CN1C[C@H](N(C)C(=O)c2cnc(-c3ccnn3C)cn2)CCC1=O,,,,,,ZINCob00000HbAaF
,,CCOC(=O)[C@H](NCc1nc(C(C)C)n[nH]1)[C@H]1CCOC1,,,,,,ZINClf000007ehPT
,,CN1C[C@H](NCc2cn(CC(=O)O)c3ncccc23)C2(CC2)C1=O,,,,,,ZINCoe00000HbAaz
,,CC=C[C@H](O)C(=O)NC/C=C/CC(=O)N1CCCC2(CC2)C1,,,,,,ZINCmj00000wZXmO
,,C#CC[C@H](O)C(=O)N(C)CCCC(=O)N1CC[C@](C)(C#N)C1,,,,,,ZINCm900000wZXn1
,,C=C(C)CCN=c1[nH]c(N2Cc3cncnc3[C@@H](C)C2)nc(=N)[nH]1,,,,,,ZINCon00000t7H2l
,,CCCCNC(=O)C(C)(C)[C@@H](C)NC(=O)c1ccn(C)c1,,,,,,ZINClq00000jsONf
,,C[C@@H](CCCNC(=O)C[C@@H](O)c1ccccc1)NC(=O)[C@]1(F)C[C@H]1C,,,,,,ZINCps00000iFAHE
,,C[C@@H](CCCNC(=O)CCSC(F)(F)F)NC(=O)c1ncncc1F,,,,,,ZINCps00000iFAHO
,,C[C@@H]1CN(C(=O)C2CC(C)(C)C2)[C@H]1C(=O)N1CCC(OC2CC2)CC1,,,,,,ZINCpu00000tAh2a
,,C[C@@H]1CN2CCC[C@@H]2CN1Cc1cccc(-c2n[nH]c(=N)s2)c1,,,,,,ZINCnu00000otW77
,,COC(=O)[C@@]12CC[C@@](C(=O)Nc3ccn4nccc4n3)(CO1)C2,,,,,,ZINCnd00001A3Jgl
,,CCC(CC)NC(=O)[C@@]1(NC(=O)[C@@H](C)CC)CCSC1,,,,,,ZINCkt00000cvxXf
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1C(=O)N1C[C@@H]2[C@H]3C=C[C@@H](O3)[C@H]2C1,,,,,,ZINCpp00001BNeRn
,,C#CC[C@H](O)C(=O)N(CC)CCC(=O)N1CC[C@](C)(C#N)C1,,,,,,ZINCm900000wZXn2
,,CN(CCC(=O)NC1CC(=O)NC(=O)C1)C(=O)C1[C@@H]2CC(=O)C[C@@H]12,,,,,,ZINCo400000HLYHJ
,,C/C(=C\CO)C(=O)N1CC2(CN(C(=O)C[C@@H]3C=CCC3)C[C@H]2CO)C1,,,,,,ZINCpb000015KlaW
,,COC(=O)C12CCC(C(=O)NCc3[nH]c(C)nc3C)(CC1)NC2,,,,,,ZINCnd00001A3Jgz
,,CC#CC[C@H](C)Nc1cc(NC2CCN(C(=O)C3CC3)CC2)ncn1,,,,,,ZINCpv00000xEMWZ
,,CSCC[C@@H](C)NC(=O)[C@@H]1CCN(C(=O)C2CC(C)(C)C2)C(C)(C)C1,,,,,,ZINCpG00000sZ5Av
,,CCC(CC)NC(=O)[C@]1(NC(=O)[C@H](C)CC)CCSC1,,,,,,ZINCkt00000cvxXe
,,C[C@H]1CN(C(=O)OC(C)(C)C)CCCN1C[C@@H]1CC1(C(=O)O)C(=O)O,,,,,,ZINCpk00001BNeRe
,,COC(=O)C12CCC(C(=O)Nc3cc(Cl)ncc3C(N)=O)(C1)C2,,,,,,ZINCnl00001A3Jgi
,,C[C@H]1CN(C2CC2)CCN1C(=O)Nc1ccc(C(F)(F)F)cn1,,,,,,ZINCny00000otW7k
,,C/C=C/C=C/C(=O)N(C)CC1CN(S(=O)(=O)c2cccc(F)c2)C1,,,,,,ZINCoq00000ib7xH
,,CC(C)(C)OC(=O)N1CC2(C[C@H](NC(=O)N[C@@H]3[C@H]4COC[C@H]43)CO2)C1,,,,,,ZINCpd000015KlaE
,,CSCC[C@H](C)NC(=O)[C@@H]1C[C@H](C)CCN1C(=O)C[C@@H]1CCCSC1,,,,,,ZINCpE00000sZ5Aq
,,COC(=O)[C@@]12CC[C@@](C(=O)NC[C@H]3CC[C@H]3CN=[N+]=[N-])(CO1)C2,,,,,,ZINCnl00001A3JgH
,,CCOC(=O)[C@H](CCC#N)NC(=O)C1(N)CC2(CCC2)C1,,,,,,ZINClf000007ehm7
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1CNC(=O)[C@H]1CC(C)(C)C(=O)N1,,,,,,ZINCpl00001BNeRk
,,C[C@H]1CN2C[C@H](NC(=O)[C@@]3(c4cccs4)CC3(C)C)C[C@H]2CO1,,,,,,ZINCnt00000otW7c
,,CC(C)C(=O)C(=O)N1CC2(CN(C(=O)C[C@H]3CC3(C)C)C[C@@H]2CO)C1,,,,,,ZINCpf000015KlaV
,,CC[C@H](C)/C=C/C(=O)N1CCC[C@@](F)(CNC(=O)C2(F)CCC2)CC1,,,,,,ZINCpD00000xA6fr
,,C=CCC[C@@H](C)Nc1ccc(S(=O)(=O)NCC(C)(C)C(N)=O)c(Cl)c1,,,,,,ZINCpy00000xEMWC
,,CCOC(=O)[C@H](COC)NC(=O)COc1ccc(Br)cn1,,,,,,ZINClf000007ehtb
,,CO[C@H](C(=O)N(Cc1ccccn1)Cc1ccc(C)s1)C(C)C,,,,,,ZINCnG00000sYn7z
,,CC[C@@H](C)CCC(=O)N1CCC[C@](F)(C(=O)N2C[C@H]3CC=C[C@H]2C3)C1,,,,,,ZINCpD00000xA6fw
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H](C)[C@H]1N[C@@H]1CCN(CCCO)C1,,,,,,ZINCpp00001BNeRv
,,CC[C@@H](CCCC(=O)N1CCC=C(F)C1)NC(=O)C[C@@H]1CCCCO1,,,,,,ZINCpA00000xA6fh
,,CC(C)(C)OC(=O)N1C[C@@]2(CNC(=O)N3CC(F)(C#N)C3)C[C@H]1CO2,,,,,,ZINCpg000015KlaY
,,CO[C@H](CC1CC1)C(=O)N[C@@H]1CC[C@H](NC(=O)[C@@H](C)SC(C)C)C1,,,,,,ZINCou00000pgLsG
,,CC(C)C[C@@H](C)Nc1ccc(S(=O)(=O)NCCn2cccn2)cc1F,,,,,,ZINCpy00000xEMWK
,,CC(C)(C)OC(=O)N1CC2(CC(NC(=O)NC[C@@H]3CNC(=O)C3)C2)C1,,,,,,ZINCpe000015KlaL
,,CN(C)CC(=O)NC1(CC(=O)NCCN2CCC[C@@H](O)C2)CCC1,,,,,,ZINCo500000HLYHI
,,C[C@@H]1CN(C(=O)N[C@H]2CCC[C@@H](C(=O)NC3CC3)C2)CC[C@H]1CCO,,,,,,ZINCpo00001BNeQZ
,,C[C@H](CCCNC(=O)CCN1CCC1)NC(=O)c1ccc(F)c(F)c1,,,,,,ZINCpq00000iFAHH
,,CO[C@H](C(=O)N(Cc1ccc(C)nc1)CC1CCC1)C1CCC1,,,,,,ZINCnD00000sYn7K
,,C[C@H](CCCNC(=O)CCN1CCC1)NC(=O)c1ccc(Cl)cc1O,,,,,,ZINCpr00000iFAHG
,,C[C@H]1CN(C(=O)N[C@H]2CN(C(=O)OC(C)(C)C)C[C@H]2F)CC(F)(F)O1,,,,,,ZINCpp00001BNeR7
,,CO[C@@H](C(=O)N(Cc1c(C)ccnc1C)CC(F)(F)Cl)C1CC1,,,,,,ZINCnC00000sYn7N
,,CC(C)(C)OC(=O)N1CC2(C[C@H]2C(=O)N[C@@]23CO[C@@H](CNC2=O)C3)C1,,,,,,ZINCp6000015Klal
,,CC=C[C@H](O)C(=O)NCC(C)(C)C(=O)N1CC(CC(C)C)C1,,,,,,ZINCml00000wZXmT
,,COC(=O)[C@@]12CC[C@@](C(=O)NCC3(C4(O)CCC4)CC3)(C1)NC2,,,,,,ZINCna00001A3Jgq
,,CN(CCC(=O)NC1CC(=O)NC(=O)C1)C(=O)Cn1cnnc1O,,,,,,ZINCo300000HLYHN
,,CCCCCN=c1[nH]c(N2C[C@]3(C)CN(C)C[C@@]3(C)C2)nc(=N)[nH]1,,,,,,ZINCoo00000t7H2k
,,C[C@@H]1CN(C2CC2)CCN1Cc1cnc(-c2ccccn2)nc1,,,,,,ZINCns00000otW7i
,,C=C[C@](C)(O)C(=O)N1CC2CC(C(=O)NOC(COC)COC)(C2)C1,,,,,,ZINCp5000015Klak
,,C[C@H]1CN(S(C)(=O)=O)C[C@]1(C)CNC(=O)c1ccc2ccccc2n1,,,,,,ZINCpo00001BNeRI
,,C=CCC[C@H](C)Nc1ccc(S(=O)(=O)N[C@@H]2CCCOC2)cc1C#N,,,,,,ZINCpx00000xEMWN
,,CC[C@H](C)CCC(=O)N1CCC[C@](F)(CNC(=O)[C@@H](F)C(C)(F)F)C1,,,,,,ZINCpC00000xA6fu
,,CCOC(=O)[C@H](CCOC)NC(=O)[C@@H]1CCCC[C@]1(C)N,,,,,,ZINClf000007ehpf
,,C[C@@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1NC(=O)[C@H](F)Oc1cnn(C)c1,,,,,,ZINCpk00001BNeRp
,,COC(=O)[C@@]12CC[C@@](C(=O)NCC3(c4ccsc4)CC3)(C1)NC2,,,,,,ZINCnl00001A3Jgp
,,COC(=O)[C@@]12CC[C@@](C(=O)NCC3(CC(F)(F)F)CC3)(CN1)C2,,,,,,ZINCnl00001A3Jgv
,,CC(C)/C=C/C(=O)N(C)C[C@H]1CCCN(c2nccc(C#N)n2)C1,,,,,,ZINCos00000ib7xJ
,,C[C@@H]1CN(c2ccc(NC(=O)CCN(C)C)cc2Cl)C[C@@H](C)O1,,,,,,ZINCny00000otW7n
,,CN1C[C@H](N2C(=O)N[C@@H](Cc3cccc(Cl)c3)C2=O)CCS1(=O)=O,,,,,,ZINCoe00000HbAau
,,CC[C@](C)(O)C(=O)N1CC2(C[C@H](C(=O)N3CC(C)(N(C)C)C3)CO2)C1,,,,,,ZINCp5000015Klaq
,,CO[C@H](CC1CC1)C(=O)N[C@H]1CC[C@@H](NC(=O)c2ccsc2C)C1,,,,,,ZINCow00000pgLsC
,,C[C@H]1CN(C(=O)C2CCCCC2)[C@@H]1C(=O)N1CCC(C)(CCO)CC1,,,,,,ZINCpu00000tAh29
,,C=C1CC[C@H](CN(CCC(C)(C)OC)C(=O)[C@@H](C)N(C)C(C)=O)C1,,,,,,ZINCoy00000t65k7
,,C[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@@H]1C(=O)N1CC(CO)(C(F)F)C1,,,,,,ZINCpp00001BNeR9
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@H]1n1cc(C[C@@H]2CCOC2=O)nn1,,,,,,ZINCpo00001BNeRo
